stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,location_monitoring_station,Air Quality Index,Green Zones
697,28-02-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,28,76,"Near Barabati Stadium, Tulasipur",3,1
816,30-06-2015,Odisha,Konark,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,36,"Konark police station, Konark",3,1
816,31-12-2015,Odisha,Konark,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,127,"Konark police station, Konark",3,1
817,30-09-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,78,"Sadar Police Station, Puri",3,1
817,30-10-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,41,"Sadar Police Station, Puri",3,1
817,30-11-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,121,"Sadar Police Station, Puri",3,1
818,30-09-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,68,Town Police,3,1
818,30-10-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,48,Town Police,3,1
818,30-11-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,114,Town Police,3,1
818,31-12-2015,Odisha,Puri,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,170,Town Police,3,1
819,30-06-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,Industrial Area,2,10,92,Roof of RO OFFICE BUILDING,3,1
819,31-08-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,Industrial Area,2,10,90,Roof of RO OFFICE BUILDING,3,1
819,30-11-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,Industrial Area,2,10,88,Roof of RO OFFICE BUILDING,3,1
64,30-04-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",6,11,35,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar. Pondicherry-5.",9,1
64,31-08-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",6,12,35,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar. Pondicherry-5.",9,1
64,31-12-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",6,12,31,"DSTC Office Upstairs, PHB 3rd Floor, AnnaNagar. Pondicherry-5.",9,1
93,31-03-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,Industrial Area,6,16,30,"PIPDIC Ind. Estate Mettupalayam, Pondicherry",9,1
93,31-07-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,Industrial Area,6,13,44,"PIPDIC Ind. Estate Mettupalayam, Pondicherry",9,1
93,30-10-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,Industrial Area,6,13,39,"PIPDIC Ind. Estate Mettupalayam, Pondicherry",9,1
337,31-01-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",5,11,36,"Chamber Of Commerce, Pondicherry",7,1
337,28-02-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",6,12,19,"Chamber Of Commerce, Pondicherry",9,1
337,30-09-2015,Puducherry,Pondicherry,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",6,11,24,"Chamber Of Commerce, Pondicherry",9,1
784,30-04-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",9,7,24,"B.Ed College (PKCE), Nehru Nagar, Karaikal",13,1
784,31-08-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",8,6,36,"B.Ed College (PKCE), Nehru Nagar, Karaikal",11,1
784,30-11-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",10,10,17,"B.Ed College (PKCE), Nehru Nagar, Karaikal",14,1
784,31-12-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",16,10,42,"B.Ed College (PKCE), Nehru Nagar, Karaikal",23,1
785,31-03-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",13,11,33,"Govt. Tourist Home, Kovilpathu, Karaikal",19,1
785,30-06-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",16,8,37,"Govt. Tourist Home, Kovilpathu, Karaikal",23,1
785,31-07-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",10,9,33,"Govt. Tourist Home, Kovilpathu, Karaikal",14,1
785,30-10-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,"Residential, Rural and other Areas",14,10,29,"Govt. Tourist Home, Kovilpathu, Karaikal",20,1
786,31-01-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,Industrial Area,13,10,41,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam, Karaikal",19,1
786,28-02-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,Industrial Area,17,12,30,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam, Karaikal",24,1
786,30-09-2015,Puducherry,Karaikal,Puducherry Pollution Conrol Committee,Industrial Area,19,13,47,"M/s Puducherry Power Corporation Limited, Polagam, T.R. Pattinam, Karaikal",27,1
61,31-08-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,11,24,130,"The Ludhiana Dist. Coop. Milk Producers Union Ltd., Ferozpur Road, Ludhiana.",16,1
61,30-09-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,9,19,108,"The Ludhiana Dist. Coop. Milk Producers Union Ltd., Ferozpur Road, Ludhiana.",13,1
61,30-10-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,12,33,193,"The Ludhiana Dist. Coop. Milk Producers Union Ltd., Ferozpur Road, Ludhiana.",17,1
61,30-11-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,14,33,161,"The Ludhiana Dist. Coop. Milk Producers Union Ltd., Ferozpur Road, Ludhiana.",20,1
61,31-12-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,11,19,105,"The Ludhiana Dist. Coop. Milk Producers Union Ltd., Ferozpur Road, Ludhiana.",16,1
76,31-01-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,12,29,179,"Rita Sewing Machines, Ludhiana",17,1
76,28-02-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,11,32,256,"Rita Sewing Machines, Ludhiana",16,1
76,31-03-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,12,31,231,"Rita Sewing Machines, Ludhiana",17,1
76,30-04-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,13,29,253,"Rita Sewing Machines, Ludhiana",19,1
76,30-06-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,Industrial Area,16,36,134,"Rita Sewing Machines, Ludhiana",23,1
301,31-03-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,Industrial Area,6,38,142,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",9,1
301,30-09-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,Industrial Area,6,35,88,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",9,1
301,30-10-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,Industrial Area,5,37,109,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",7,1
301,30-11-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,Industrial Area,6,34,108,"M/s Raj Steel Rolling Mills, Mandi Gobindgarh",9,1
302,31-01-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,37,138,"M/s Modi Oil and General Mills, Mandi Gobindgarh",11,1
302,28-02-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,38,139,"M/s Modi Oil and General Mills, Mandi Gobindgarh",11,1
302,31-03-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",6,37,173,"M/s Modi Oil and General Mills, Mandi Gobindgarh",9,1
302,30-04-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,34,150,"M/s Modi Oil and General Mills, Mandi Gobindgarh",10,1
302,30-06-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,36,143,"M/s Modi Oil and General Mills, Mandi Gobindgarh",10,1
335,31-01-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",11,27,179,"PPCB Office Building, Ludhiana",16,1
335,28-02-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",9,31,183,"PPCB Office Building, Ludhiana",13,1
335,31-03-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",9,24,85,"PPCB Office Building, Ludhiana",13,1
335,30-04-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",10,30,191,"PPCB Office Building, Ludhiana",14,1
335,30-06-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",10,33,131,"PPCB Office Building, Ludhiana",14,1
355,31-01-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,13,27,157,"M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar",19,1
355,28-02-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,13,26,142,"M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar",19,1
355,31-03-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,13,26,134,"M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar",19,1
355,30-04-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,15,29,175,"M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar",21,1
355,30-06-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,13,27,141,"M/s Punjab Maltex Pvt. Ltd. Sports and Surgical Complex, Kapurthala Road, Jalandhar",19,1
392,31-01-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,15,29,161,"Focal Point, Jalandhar",21,1
392,31-03-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,13,27,128,"Focal Point, Jalandhar",19,1
392,30-04-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,14,30,163,"Focal Point, Jalandhar",20,1
392,31-08-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,13,27,175,"Focal Point, Jalandhar",19,1
392,30-09-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,14,25,131,"Focal Point, Jalandhar",20,1
392,30-10-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,14,27,172,"Focal Point, Jalandhar",20,1
392,30-11-2015,Punjab,Jalandhar,Punjab State Pollution Control Board,Industrial Area,12,29,156,"Focal Point, Jalandhar",17,1
420,31-01-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",13.6,10,72,"M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal",19,1
420,28-02-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",4,12,88,"M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal",6,1
420,31-03-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",13.6,10,63,"M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal",19,1
420,30-04-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,11,73,"M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal",7,1
420,30-06-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",4,13,80,"M/s Punjab Alkalis & Chemicals Ltd., Naya Nangal",6,1
421,31-08-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",10.72,14,57,"M/s NFL Guest House,Naya Nangal",14,1
421,30-09-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,13,62,"M/s NFL Guest House,Naya Nangal",7,1
421,30-10-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,16,124,"M/s NFL Guest House,Naya Nangal",7,1
421,30-11-2015,Punjab,Naya Nangal,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,18,122,"M/s NFL Guest House,Naya Nangal",7,1
422,31-08-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",13,27,145,"Bharat Nagar Chowk, Ludhiana",19,1
422,30-10-2015,Punjab,Ludhiana,Punjab State Pollution Control Board,"Residential, Rural and other Areas",12,28,197,"Bharat Nagar Chowk, Ludhiana",17,1
483,31-03-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,39,140,"United Rolling Mills, Mandi Gobindgarh",11,1
483,31-08-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,35,107,"United Rolling Mills, Mandi Gobindgarh",7,1
483,30-09-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,31,81,"United Rolling Mills, Mandi Gobindgarh",7,1
483,30-10-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,39,129,"United Rolling Mills, Mandi Gobindgarh",10,1
483,30-11-2015,Punjab,Gobindgarh,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,44,154,"United Rolling Mills, Mandi Gobindgarh",11,1
484,31-08-2015,Punjab,Khanna,Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,14,45,"AS School, Khanna",10,1
484,30-09-2015,Punjab,Khanna,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,13,64,"AS School, Khanna",11,1
485,31-01-2015,Punjab,Khanna,Punjab State Pollution Control Board,Industrial Area,11,25,153,"Markfed Vanaspati, Khanna",16,1
485,28-02-2015,Punjab,Khanna,Punjab State Pollution Control Board,Industrial Area,7,18,127,"Markfed Vanaspati, Khanna",10,1
485,31-03-2015,Punjab,Khanna,Punjab State Pollution Control Board,Industrial Area,9,23,125,"Markfed Vanaspati, Khanna",13,1
485,30-04-2015,Punjab,Khanna,Punjab State Pollution Control Board,Industrial Area,8,19,147,"Markfed Vanaspati, Khanna",11,1
485,30-06-2015,Punjab,Khanna,Punjab State Pollution Control Board,Industrial Area,12,25,135,"Markfed Vanaspati, Khanna",17,1
485,31-12-2015,Punjab,Khanna,Punjab State Pollution Control Board,Industrial Area,11,24,95,"Markfed Vanaspati, Khanna",16,1
487,28-02-2015,Punjab,Amritsar,Punjab State Pollution Control Board,Industrial Area,12,38,197,"Nagina Soap Factory, Batala Road, Amritsar",17,1
487,30-04-2015,Punjab,Amritsar,Punjab State Pollution Control Board,Industrial Area,15,39,210,"Nagina Soap Factory, Batala Road, Amritsar",21,1
504,31-01-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,5,15,106,"M/s Punjab Chemicals and Crop Protection Ltd., Bhanakarpur Road, Derabassi",7,1
504,30-04-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,6,14,105,"M/s Punjab Chemicals and Crop Protection Ltd., Bhanakarpur Road, Derabassi",9,1
504,30-06-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,5,20,112,"M/s Punjab Chemicals and Crop Protection Ltd., Bhanakarpur Road, Derabassi",7,1
504,31-12-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,5,13,117,"M/s Punjab Chemicals and Crop Protection Ltd., Bhanakarpur Road, Derabassi",7,1
505,31-08-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,5,16,71,"M/s Winsome Yarns Ltd., Barwala Road, Derabassi",7,1
505,30-09-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,5,19,84,"M/s Winsome Yarns Ltd., Barwala Road, Derabassi",7,1
505,30-10-2015,Punjab,Dera Bassi,Punjab State Pollution Control Board,Industrial Area,6,22,132,"M/s Winsome Yarns Ltd., Barwala Road, Derabassi",9,1
506,31-08-2015,Punjab,Bathinda,Punjab State Pollution Control Board,Industrial Area,5,11,70,"M/s Bathinda Dist Coop Milk Producers Union Ltd., Dabwali Road, Bathinda",7,1
506,30-09-2015,Punjab,Bathinda,Punjab State Pollution Control Board,Industrial Area,5,16,99,"M/s Bathinda Dist Coop Milk Producers Union Ltd., Dabwali Road, Bathinda",7,1
590,31-08-2015,Punjab,Dera Baba,Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,12,48,C-PYTE Building at Dera Baba Nanak,10,1
590,30-09-2015,Punjab,Dera Baba,Punjab State Pollution Control Board,"Residential, Rural and other Areas",7,13,119,C-PYTE Building at Dera Baba Nanak,10,1
590,30-10-2015,Punjab,Dera Baba,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,13,99,C-PYTE Building at Dera Baba Nanak,11,1
590,30-11-2015,Punjab,Dera Baba,Punjab State Pollution Control Board,"Residential, Rural and other Areas",8,14,108,C-PYTE Building at Dera Baba Nanak,11,1
599,31-01-2015,Punjab,Patiala,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,13,96,"Fire Brigade Station, Bahera Road, Patiala",7,1
599,31-03-2015,Punjab,Patiala,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,15,106,"Fire Brigade Station, Bahera Road, Patiala",7,1
599,30-04-2015,Punjab,Patiala,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,15,116,"Fire Brigade Station, Bahera Road, Patiala",7,1
599,30-06-2015,Punjab,Patiala,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,14,104,"Fire Brigade Station, Bahera Road, Patiala",7,1
599,31-12-2015,Punjab,Patiala,Punjab State Pollution Control Board,"Residential, Rural and other Areas",5,13,102,"Fire Brigade Station, Bahera Road, Patiala",7,1
600,31-08-2015,Punjab,Patiala,Punjab State Pollution Control Board,Industrial Area,5,14,97,"Ceylon Industries, Factory Area, Patiala",7,1
600,30-09-2015,Punjab,Patiala,Punjab State Pollution Control Board,Industrial Area,5,16,93,"Ceylon Industries, Factory Area, Patiala",7,1
